[pid 13235] prctl(0x53564d41 /* PR_??? */, 0, 0xffffffffe8c95000, 0xff000, 0xffffffffede95d50)                          = 0
[pid 13235] munmap(0xffffffffe8c95000, 438272)                                                                          = 0
[pid 13235] munmap(0xffffffffe8d80000, 81920)                                                                           = 0
fstatfs64(6</system/lib/libui.so>, 88, {f_type="EXT2_SUPER_MAGIC", f_bsize=4096, f_blocks=1026632, f_bfree=732564, f_bavail=728468, f_files=265056, f_ffree=261480, f_fsid={-1937597345, 647479277}, f_namelen=255, f_frsize=4096, f_flags=4096}) = 0
pread64(6</system/lib/libui.so>, "\177ELF\1\1\1\0\0\0\0\0\0\0\0\0\3\0(\0\1\0\0\0\0\0\0\0004\0\0\0\354\251\1\0\0\2\0\0054\0 \0\10\0(\0\33\0\32\0", 52, 0) = 52
mmap2(NULL, 360, PROT_READ, MAP_PRIVATE, 6</system/lib/libui.so>, 0)                                                    = 0xe7820000
mmap2(NULL, 6160, PROT_READ, MAP_PRIVATE, 6</system/lib/libui.so>, 0x1a000)                                             = 0xe781e000
mmap2(NULL, 5448, PROT_READ, MAP_PRIVATE, 6</system/lib/libui.so>, 0x18000)                                             = 0xe781c000
mmap2(NULL, 35434, PROT_READ, MAP_PRIVATE, 6</system/lib/libui.so>, 0x1000)                                             = 0xe7813000
mmap2(NULL, 4096, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, 0<socket:[67921]>, 0)                                = 0xe7812000
prctl(0x53564d41 /* PR_??? */, 0, 0xffffffffe7812000, 0x1000, 0xffffffffe7930668)                                       = 0
mmap2(NULL, 12, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, 0<socket:[67921]>, 0)                                  = 0xe7811000
prctl(0x53564d41 /* PR_??? */, 0, 0xffffffffe7811000, 0xc, 0xffffffffe7930e4c)                                          = 0
openat(AT_FDCWD, "/system/lib/libgui.so", O_RDONLY|O_LARGEFILE|O_CLOEXEC)                                               = 7</system/lib/libgui.so>
mmap2(NULL, 8192, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, 0<socket:[67921]>, 0)                                = 0xe780f000
prctl(0x53564d41 /* PR_??? */, 0, 0xffffffffe780f000, 0x2000, 0xffffffffe7930aec)                                       = 0
mmap2(NULL, 8192, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, 0<socket:[67921]>, 0)                                = 0xe780d000
prctl(0x53564d41 /* PR_??? */, 0, 0xffffffffe780d000, 0x2000, 0xffffffffe7930aec)                                       = 0
readlinkat(AT_FDCWD, "/proc/self/fd/7", "/system/lib/libgui.so", 4096)                                                  = 21
munmap(0xffffffffe780d000, 8192)                                                                                        = 0
munmap(0xffffffffe780f000, 8192)                                                                                        = 0
fstat64(7</system/lib/libgui.so>, {st_mode=S_IFREG|0644, st_size=455184, ...})                                          = 0
fstatfs64(7</system/lib/libgui.so>, 88, {f_type="EXT2_SUPER_MAGIC", f_bsize=4096, f_blocks=1026632, f_bfree=732564, f_bavail=728468, f_files=265056, f_ffree=261480, f_fsid={-1937597345, 647479277}, f_namelen=255, f_frsize=4096, f_flags=4096}) = 0
pread64(7</system/lib/libgui.so>, "\177ELF\1\1\1\0\0\0\0\0\0\0\0\0\3\0(\0\1\0\0\0\0\0\0\0004\0\0\0\330\355\6\0\0\2\0\0054\0 \0\10\0(\0\33\0\32\0", 52, 0) = 52
mmap2(NULL, 360, PROT_READ, MAP_PRIVATE, 7</system/lib/libgui.so>, 0)                                                   = 0xe7810000
mmap2(NULL, 8168, PROT_READ, MAP_PRIVATE, 7</system/lib/libgui.so>, 0x6e000)                                            = 0xe780e000
mmap2(NULL, 5320, PROT_READ, MAP_PRIVATE, 7</system/lib/libgui.so>, 0x68000)                                            = 0xe780c000
mmap2(NULL, 105244, PROT_READ, MAP_PRIVATE, 7</system/lib/libgui.so>, 0x7000)                                           = 0xe77f2000
mmap2(NULL, 4096, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, 0<socket:[67921]>, 0)                                = 0xe77f1000
prctl(0x53564d41 /* PR_??? */, 0, 0xffffffffe77f1000, 0x1000, 0xffffffffe78df60c)                                       = 0
openat(AT_FDCWD, "/system/lib/libbinder.so", O_RDONLY|O_LARGEFILE|O_CLOEXEC)                                            = 8</system/lib/libbinder.so>
mmap2(NULL, 8192, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, 0<socket:[67921]>, 0)                                = 0xe77ef000
prctl(0x53564d41 /* PR_??? */, 0, 0xffffffffe77ef000, 0x2000, 0xffffffffe7930aec)                                       = 0
mmap2(NULL, 8192, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, 0<socket:[67921]>, 0)                                = 0xe77ed000
prctl(0x53564d41 /* PR_??? */, 0, 0xffffffffe77ed000, 0x2000, 0xffffffffe7930aec)                                       = 0
readlinkat(AT_FDCWD, "/proc/self/fd/8", "/system/lib/libbinder.so", 4096)                                               = 24
munmap(0xffffffffe77ed000, 8192)                                                                                        = 0
munmap(0xffffffffe77ef000, 8192)                                                                                        = 0
fstat64(8</system/lib/libbinder.so>, {st_mode=S_IFREG|0644, st_size=438352, ...})                                       = 0
fstatfs64(8</system/lib/libbinder.so>, 88, {f_type="EXT2_SUPER_MAGIC", f_bsize=4096, f_blocks=1026632, f_bfree=732564, f_bavail=728468, f_files=265056, f_ffree=261480, f_fsid={-1937597345, 647479277}, f_namelen=255, f_frsize=4096, f_flags=4096}) = 0
pread64(8</system/lib/libbinder.so>, "\177ELF\1\1\1\0\0\0\0\0\0\0\0\0\3\0(\0\1\0\0\0\0\0\0\0004\0\0\0\30\254\6\0\0\2\0\0054\0 \0\10\0(\0\33\0\32\0", 52, 0) = 52
mmap2(NULL, 360, PROT_READ, MAP_PRIVATE, 8</system/lib/libbinder.so>, 0)                                                = 0xe77f0000
mmap2(NULL, 7272, PROT_READ, MAP_PRIVATE, 8</system/lib/libbinder.so>, 0x6a000)                                         = 0xe77ee000
mmap2(NULL, 5192, PROT_READ, MAP_PRIVATE, 8</system/lib/libbinder.so>, 0x65000)                                         = 0xe77ec000
mmap2(NULL, 143001, PROT_READ, MAP_PRIVATE, 8</system/lib/libbinder.so>, 0x7000)                                        = 0xe77c9000
openat(AT_FDCWD, "/system/lib/libhidltransport.so", O_RDONLY|O_LARGEFILE|O_CLOEXEC)                                     = 9</system/lib/libhidltransport.so>
mmap2(NULL, 8192, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, 0<socket:[67921]>, 0)                                = 0xe77c7000
prctl(0x53564d41 /* PR_??? */, 0, 0xffffffffe77c7000, 0x2000, 0xffffffffe7930aec)                                       = 0
mmap2(NULL, 8192, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, 0<socket:[67921]>, 0)                                = 0xe77c5000
prctl(0x53564d41 /* PR_??? */, 0, 0xffffffffe77c5000, 0x2000, 0xffffffffe7930aec)                                       = 0
readlinkat(AT_FDCWD, "/proc/self/fd/9", "/system/lib/libhidltransport.so", 4096)                                        = 31
munmap(0xffffffffe77c5000, 8192)                                                                                        = 0
munmap(0xffffffffe77c7000, 8192)                                                                                        = 0
fstat64(9</system/lib/libhidltransport.so>, {st_mode=S_IFREG|0644, st_size=352720, ...})                                = 0
fstatfs64(9</system/lib/libhidltransport.so>, 88, {f_type="EXT2_SUPER_MAGIC", f_bsize=4096, f_blocks=1026632, f_bfree=732564, f_bavail=728468, f_files=265056, f_ffree=261480, f_fsid={-1937597345, 647479277}, f_namelen=255, f_frsize=4096, f_flags=4096}) = 0
pread64(9</system/lib/libhidltransport.so>, "\177ELF\1\1\1\0\0\0\0\0\0\0\0\0\3\0(\0\1\0\0\0\0\0\0\0004\0\0\0\230]\5\0\0\2\0\0054\0 \0\10\0(\0\33\0\32\0", 52, 0) = 52
mmap2(NULL, 360, PROT_READ, MAP_PRIVATE, 9</system/lib/libhidltransport.so>, 0)                                         = 0xe77c8000
mmap2(NULL, 8040, PROT_READ, MAP_PRIVATE, 9</system/lib/libhidltransport.so>, 0x55000)                                  = 0xe77c6000
mmap2(NULL, 1168, PROT_READ, MAP_PRIVATE, 9</system/lib/libhidltransport.so>, 0x51000)                                  = 0xe77c5000
mmap2(NULL, 87115, PROT_READ, MAP_PRIVATE, 9</system/lib/libhidltransport.so>, 0x3000)                                  = 0xe77af000
openat(AT_FDCWD, "/system/lib/android.hardware.camera.common@1.0.so", O_RDONLY|O_LARGEFILE|O_CLOEXEC)                   = 10</system/lib/android.hardware.camera.common@1.0.so>
mmap2(NULL, 8192, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, 0<socket:[67921]>, 0)                                = 0xe77ad000
prctl(0x53564d41 /* PR_??? */, 0, 0xffffffffe77ad000, 0x2000, 0xffffffffe7930aec)                                       = 0
mmap2(NULL, 8192, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, 0<socket:[67921]>, 0)                                = 0xe77ab000
prctl(0x53564d41 /* PR_??? */, 0, 0xffffffffe77ab000, 0x2000, 0xffffffffe7930aec)                                       = 0
readlinkat(AT_FDCWD, "/proc/self/fd/10", "/system/lib/android.hardware.camera.common@1.0.so", 4096)                     = 49
munmap(0xffffffffe77ab000, 8192)                                                                                        = 0
munmap(0xffffffffe77ad000, 8192)                                                                                        = 0
fstat64(10</system/lib/android.hardware.camera.common@1.0.so>, {st_mode=S_IFREG|0644, st_size=37224, ...})              = 0
fstatfs64(10</system/lib/android.hardware.camera.common@1.0.so>, 88, {f_type="EXT2_SUPER_MAGIC", f_bsize=4096, f_blocks=1026632, f_bfree=732564, f_bavail=728468, f_files=265056, f_ffree=261480, f_fsid={-1937597345, 647479277}, f_namelen=255, f_frsize=4096, f_flags=4096}) = 0
pread64(10</system/lib/android.hardware.camera.common@1.0.so>, "\177ELF\1\1\1\0\0\0\0\0\0\0\0\0\3\0(\0\1\0\0\0\0\0\0\0004\0\0\0X\215\0\0\0\2\0\0054\0 \0\10\0(\0\32\0\31\0", 52, 0) = 52
mmap2(NULL, 360, PROT_READ, MAP_PRIVATE, 10</system/lib/android.hardware.camera.common@1.0.so>, 0)                      = 0xe77ae000
mmap2(NULL, 7872, PROT_READ, MAP_PRIVATE, 10</system/lib/android.hardware.camera.common@1.0.so>, 0x8000)                = 0xe77ac000
mmap2(NULL, 7128, PROT_READ, MAP_PRIVATE, 10</system/lib/android.hardware.camera.common@1.0.so>, 0x7000)                = 0xe77aa000
mmap2(NULL, 11345, PROT_READ, MAP_PRIVATE, 10</system/lib/android.hardware.camera.common@1.0.so>, 0)                    = 0xe77a7000
openat(AT_FDCWD, "/system/lib/android.hardware.camera.provider@2.4.so", O_RDONLY|O_LARGEFILE|O_CLOEXEC)                 = 11</system/lib/android.hardware.camera.provider@2.4.so>
mmap2(NULL, 8192, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, 0<socket:[67921]>, 0)                                = 0xe77a5000
prctl(0x53564d41 /* PR_??? */, 0, 0xffffffffe77a5000, 0x2000, 0xffffffffe7930aec)                                       = 0
mmap2(NULL, 8192, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, 0<socket:[67921]>, 0)                                = 0xe77a3000
prctl(0x53564d41 /* PR_??? */, 0, 0xffffffffe77a3000, 0x2000, 0xffffffffe7930aec)                                       = 0
readlinkat(AT_FDCWD, "/proc/self/fd/11", "/system/lib/android.hardware.camera.provider@2.4.so", 4096)                   = 51
munmap(0xffffffffe77a3000, 8192)                                                                                        = 0
munmap(0xffffffffe77a5000, 8192)                                                                                        = 0
fstat64(11</system/lib/android.hardware.camera.provider@2.4.so>, {st_mode=S_IFREG|0644, st_size=156992, ...})           = 0
fstatfs64(11</system/lib/android.hardware.camera.provider@2.4.so>, 88, {f_type="EXT2_SUPER_MAGIC", f_bsize=4096, f_blocks=1026632, f_bfree=732564, f_bavail=728468, f_files=265056, f_ffree=261480, f_fsid={-1937597345, 647479277}, f_namelen=255, f_frsize=4096, f_flags=4096}) = 0
mmap2(NULL, 4096, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, 0<socket:[67921]>, 0)                                = 0xe77a6000
prctl(0x53564d41 /* PR_??? */, 0, 0xffffffffe77a6000, 0x1000, 0xffffffffe78df60c)                                       = 0
pread64(11</system/lib/android.hardware.camera.provider@2.4.so>, "\177ELF\1\1\1\0\0\0\0\0\0\0\0\0\3\0(\0\1\0\0\0\0\0\0\0004\0\0\0\10a\2\0\0\2\0\0054\0 \0\10\0(\0\33\0\32\0", 52, 0) = 52
mmap2(NULL, 360, PROT_READ, MAP_PRIVATE, 11</system/lib/android.hardware.camera.provider@2.4.so>, 0)                    = 0xe77a5000
mmap2(NULL, 1608, PROT_READ, MAP_PRIVATE, 11</system/lib/android.hardware.camera.provider@2.4.so>, 0x26000)             = 0xe77a4000
mmap2(NULL, 4824, PROT_READ, MAP_PRIVATE, 11</system/lib/android.hardware.camera.provider@2.4.so>, 0x23000)             = 0xe77a2000
mmap2(NULL, 46364, PROT_READ, MAP_PRIVATE, 11</system/lib/android.hardware.camera.provider@2.4.so>, 0x1000)             = 0xe7796000
mmap2(NULL, 4096, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, 0<socket:[67921]>, 0)                                = 0xe7795000
prctl(0x53564d41 /* PR_??? */, 0, 0xffffffffe7795000, 0x1000, 0xffffffffe7930668)                                       = 0
munmap(0xffffffffe7812000, 4096)                                                                                        = 0
openat(AT_FDCWD, "/system/lib/android.hardware.camera.device@1.0.so", O_RDONLY|O_LARGEFILE|O_CLOEXEC)                   = 12</system/lib/android.hardware.camera.device@1.0.so>
mmap2(NULL, 8192, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, 0<socket:[67921]>, 0)                                = 0xe7793000
prctl(0x53564d41 /* PR_??? */, 0, 0xffffffffe7793000, 0x2000, 0xffffffffe7930aec)                                       = 0
mmap2(NULL, 8192, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, 0<socket:[67921]>, 0)                                = 0xe7791000
prctl(0x53564d41 /* PR_??? */, 0, 0xffffffffe7791000, 0x2000, 0xffffffffe7930aec)                                       = 0
readlinkat(AT_FDCWD, "/proc/self/fd/12", "/system/lib/android.hardware.camera.device@1.0.so", 4096)                     = 49
munmap(0xffffffffe7791000, 8192)                                                                                        = 0
munmap(0xffffffffe7793000, 8192)                                                                                        = 0
fstat64(12</system/lib/android.hardware.camera.device@1.0.so>, {st_mode=S_IFREG|0644, st_size=307868, ...})             = 0
fstatfs64(12</system/lib/android.hardware.camera.device@1.0.so>, 88, {f_type="EXT2_SUPER_MAGIC", f_bsize=4096, f_blocks=1026632, f_bfree=732564, f_bavail=728468, f_files=265056, f_ffree=261480, f_fsid={-1937597345, 647479277}, f_namelen=255, f_frsize=4096, f_flags=4096}) = 0
mmap2(NULL, 4096, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, 0<socket:[67921]>, 0)                                = 0xe7812000
prctl(0x53564d41 /* PR_??? */, 0, 0xffffffffe7812000, 0x1000, 0xffffffffe7930668)                                       = 0
pread64(12</system/lib/android.hardware.camera.device@1.0.so>, "\177ELF\1\1\1\0\0\0\0\0\0\0\0\0\3\0(\0\1\0\0\0\0\0\0\0004\0\0\0d\256\4\0\0\2\0\0054\0 \0\10\0(\0\33\0\32\0", 52, 0) = 52
mmap2(NULL, 360, PROT_READ, MAP_PRIVATE, 12</system/lib/android.hardware.camera.device@1.0.so>, 0)                      = 0xe7794000
mmap2(NULL, 8448, PROT_READ, MAP_PRIVATE, 12</system/lib/android.hardware.camera.device@1.0.so>, 0x4a000)               = 0xe7791000
mmap2(NULL, 3024, PROT_READ, MAP_PRIVATE, 12</system/lib/android.hardware.camera.device@1.0.so>, 0x47000)               = 0xe7790000
mmap2(NULL, 73717, PROT_READ, MAP_PRIVATE, 12</system/lib/android.hardware.camera.device@1.0.so>, 0x2000)               = 0xe777e000
openat(AT_FDCWD, "/system/lib/android.hardware.camera.device@3.2.so", O_RDONLY|O_LARGEFILE|O_CLOEXEC)                   = 13</system/lib/android.hardware.camera.device@3.2.so>
mmap2(NULL, 8192, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, 0<socket:[67921]>, 0)                                = 0xe777c000
prctl(0x53564d41 /* PR_??? */, 0, 0xffffffffe777c000, 0x2000, 0xffffffffe7930aec)                                       = 0
mmap2(NULL, 8192, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, 0<socket:[67921]>, 0)                                = 0xe777a000
prctl(0x53564d41 /* PR_??? */, 0, 0xffffffffe777a000, 0x2000, 0xffffffffe7930aec)                                       = 0
readlinkat(AT_FDCWD, "/proc/self/fd/13", "/system/lib/android.hardware.camera.device@3.2.so", 4096)                     = 49
munmap(0xffffffffe777a000, 8192)                                                                                        = 0
munmap(0xffffffffe777c000, 8192)                                                                                        = 0
fstat64(13</system/lib/android.hardware.camera.device@3.2.so>, {st_mode=S_IFREG|0644, st_size=241988, ...})             = 0
fstatfs64(13</system/lib/android.hardware.camera.device@3.2.so>, 88, {f_type="EXT2_SUPER_MAGIC", f_bsize=4096, f_blocks=1026632, f_bfree=732564, f_bavail=728468, f_files=265056, f_ffree=261480, f_fsid={-1937597345, 647479277}, f_namelen=255, f_frsize=4096, f_flags=4096}) = 0
